,id,set,img_file,raw_img_dir,img_rename,img_format
607,a4fa68,train,"a4fa68_[14949,49878]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a4fa68_[14949,49878]_composite_image.jpg",red
608,a4fa68,train,"a4fa68_[14949,49878]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a4fa68_[14949,49878]_composite_image.jpg",blue
609,ae5b78,train,"ae5b78_[11078,54489]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ae5b78_[11078,54489]_composite_image.jpg",raw
610,ae5b78,train,"ae5b78_[11078,54489]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ae5b78_[11078,54489]_composite_image.jpg",red
611,ae5b78,train,"ae5b78_[11078,54489]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ae5b78_[11078,54489]_composite_image.jpg",blue
612,a54803,train,"a54803_[12808,41916]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a54803_[12808,41916]_composite_image.jpg",raw
613,a54803,train,"a54803_[12808,41916]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a54803_[12808,41916]_composite_image.jpg",red
614,a54803,train,"a54803_[12808,41916]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a54803_[12808,41916]_composite_image.jpg",blue
615,acd8f0,train,"acd8f0_[6849,36368]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_acd8f0_[6849,36368]_composite_image.jpg",raw
616,acd8f0,train,"acd8f0_[6849,36368]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_acd8f0_[6849,36368]_composite_image.jpg",red
617,acd8f0,train,"acd8f0_[6849,36368]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_acd8f0_[6849,36368]_composite_image.jpg",blue
618,a8ebaf,train,"a8ebaf_[19331,55640]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a8ebaf_[19331,55640]_composite_image.jpg",raw
619,a8ebaf,train,"a8ebaf_[19331,55640]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a8ebaf_[19331,55640]_composite_image.jpg",red
620,a8ebaf,train,"a8ebaf_[19331,55640]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a8ebaf_[19331,55640]_composite_image.jpg",blue
621,aa6e3d,train,"aa6e3d_[11175,54888]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_aa6e3d_[11175,54888]_composite_image.jpg",raw
622,aa6e3d,train,"aa6e3d_[11175,54888]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_aa6e3d_[11175,54888]_composite_image.jpg",red
623,aa6e3d,train,"aa6e3d_[11175,54888]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_aa6e3d_[11175,54888]_composite_image.jpg",blue
624,a6cafe,train,"a6cafe_[13962,44747]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a6cafe_[13962,44747]_composite_image.jpg",raw
625,a6cafe,train,"a6cafe_[13962,44747]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a6cafe_[13962,44747]_composite_image.jpg",red
626,a6cafe,train,"a6cafe_[13962,44747]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a6cafe_[13962,44747]_composite_image.jpg",blue
627,a89f20,train,"a89f20_[10967,46336]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a89f20_[10967,46336]_composite_image.jpg",raw
628,a89f20,train,"a89f20_[10967,46336]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a89f20_[10967,46336]_composite_image.jpg",red
629,a89f20,train,"a89f20_[10967,46336]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a89f20_[10967,46336]_composite_image.jpg",blue
630,b4fddb,train,"b4fddb_[13503,40379]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b4fddb_[13503,40379]_composite_image.jpg",raw
631,b4fddb,train,"b4fddb_[13503,40379]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b4fddb_[13503,40379]_composite_image.jpg",red
632,b4fddb,train,"b4fddb_[13503,40379]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b4fddb_[13503,40379]_composite_image.jpg",blue
633,ad2573,test,"ad2573_[13035,44991]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ad2573_[13035,44991]_composite_image.jpg",raw
634,ad2573,test,"ad2573_[13035,44991]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ad2573_[13035,44991]_composite_image.jpg",red
635,ad2573,test,"ad2573_[13035,44991]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ad2573_[13035,44991]_composite_image.jpg",blue
636,b32f11,train,"b32f11_[13046,52254]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b32f11_[13046,52254]_composite_image.jpg",raw
637,b32f11,train,"b32f11_[13046,52254]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b32f11_[13046,52254]_composite_image.jpg",red
638,b32f11,train,"b32f11_[13046,52254]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b32f11_[13046,52254]_composite_image.jpg",blue
639,ae5b78,train,"ae5b78_[11884,53791]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ae5b78_[11884,53791]_composite_image.jpg",raw
640,ae5b78,train,"ae5b78_[11884,53791]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ae5b78_[11884,53791]_composite_image.jpg",red
641,ae5b78,train,"ae5b78_[11884,53791]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ae5b78_[11884,53791]_composite_image.jpg",blue
642,ab55eb,train,"ab55eb_[15291,50037]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ab55eb_[15291,50037]_composite_image.jpg",raw
643,ab55eb,train,"ab55eb_[15291,50037]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ab55eb_[15291,50037]_composite_image.jpg",red
644,ab55eb,train,"ab55eb_[15291,50037]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ab55eb_[15291,50037]_composite_image.jpg",blue
645,adc0ca,train,"adc0ca_[10924,39800]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_adc0ca_[10924,39800]_composite_image.jpg",raw
646,adc0ca,train,"adc0ca_[10924,39800]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_adc0ca_[10924,39800]_composite_image.jpg",red
647,adc0ca,train,"adc0ca_[10924,39800]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_adc0ca_[10924,39800]_composite_image.jpg",blue
648,a4ad44,train,"a4ad44_[11370,51831]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a4ad44_[11370,51831]_composite_image.jpg",raw
649,a4ad44,train,"a4ad44_[11370,51831]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a4ad44_[11370,51831]_composite_image.jpg",red
650,a4ad44,train,"a4ad44_[11370,51831]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a4ad44_[11370,51831]_composite_image.jpg",blue
651,a4ad44,train,"a4ad44_[12800,52067]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a4ad44_[12800,52067]_composite_image.jpg",raw
652,a4ad44,train,"a4ad44_[12800,52067]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a4ad44_[12800,52067]_composite_image.jpg",red
653,a4ad44,train,"a4ad44_[12800,52067]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a4ad44_[12800,52067]_composite_image.jpg",blue
654,b631e6,test,"b631e6_[11897,47480]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b631e6_[11897,47480]_composite_image.jpg",raw
655,b631e6,test,"b631e6_[11897,47480]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b631e6_[11897,47480]_composite_image.jpg",red
656,b631e6,test,"b631e6_[11897,47480]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b631e6_[11897,47480]_composite_image.jpg",blue
657,aa6e3d,train,"aa6e3d_[11678,55735]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_aa6e3d_[11678,55735]_composite_image.jpg",raw
658,aa6e3d,train,"aa6e3d_[11678,55735]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_aa6e3d_[11678,55735]_composite_image.jpg",red
659,aa6e3d,train,"aa6e3d_[11678,55735]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_aa6e3d_[11678,55735]_composite_image.jpg",blue
660,b631e6,test,"b631e6_[15887,37878]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b631e6_[15887,37878]_composite_image.jpg",raw
661,b631e6,test,"b631e6_[15887,37878]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b631e6_[15887,37878]_composite_image.jpg",red
662,b631e6,test,"b631e6_[15887,37878]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b631e6_[15887,37878]_composite_image.jpg",blue
663,a4fa68,train,"a4fa68_[14458,48150]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a4fa68_[14458,48150]_composite_image.jpg",raw
664,a4fa68,train,"a4fa68_[14458,48150]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a4fa68_[14458,48150]_composite_image.jpg",red
665,a4fa68,train,"a4fa68_[14458,48150]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a4fa68_[14458,48150]_composite_image.jpg",blue
666,b075a7,train,"b075a7_[17274,51217]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b075a7_[17274,51217]_composite_image.jpg",raw
667,b075a7,train,"b075a7_[17274,51217]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b075a7_[17274,51217]_composite_image.jpg",red
668,b075a7,train,"b075a7_[17274,51217]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b075a7_[17274,51217]_composite_image.jpg",blue
669,a93ad8,train,"a93ad8_[10473,43885]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a93ad8_[10473,43885]_composite_image.jpg",raw
670,a93ad8,train,"a93ad8_[10473,43885]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a93ad8_[10473,43885]_composite_image.jpg",red
671,a93ad8,train,"a93ad8_[10473,43885]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a93ad8_[10473,43885]_composite_image.jpg",blue
672,b462ff,test,"b462ff_[11684,44523]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b462ff_[11684,44523]_composite_image.jpg",raw
673,b462ff,test,"b462ff_[11684,44523]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b462ff_[11684,44523]_composite_image.jpg",red
674,b462ff,test,"b462ff_[11684,44523]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b462ff_[11684,44523]_composite_image.jpg",blue
675,b462ff,test,"b462ff_[11684,45221]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b462ff_[11684,45221]_composite_image.jpg",raw
676,b462ff,test,"b462ff_[11684,45221]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b462ff_[11684,45221]_composite_image.jpg",red
677,b462ff,test,"b462ff_[11684,45221]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b462ff_[11684,45221]_composite_image.jpg",blue
678,b4b14e,train,"b4b14e_[11529,54443]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b4b14e_[11529,54443]_composite_image.jpg",raw
679,b4b14e,train,"b4b14e_[11529,54443]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b4b14e_[11529,54443]_composite_image.jpg",red
680,b4b14e,train,"b4b14e_[11529,54443]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b4b14e_[11529,54443]_composite_image.jpg",blue
681,b4fddb,train,"b4fddb_[13033,38744]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b4fddb_[13033,38744]_composite_image.jpg",raw
682,b4fddb,train,"b4fddb_[13033,38744]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b4fddb_[13033,38744]_composite_image.jpg",red
683,b4fddb,train,"b4fddb_[13033,38744]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b4fddb_[13033,38744]_composite_image.jpg",blue
684,b59738,train,"b59738_[10004,58552]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b59738_[10004,58552]_composite_image.jpg",raw
685,b59738,train,"b59738_[10004,58552]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b59738_[10004,58552]_composite_image.jpg",red
686,b59738,train,"b59738_[10004,58552]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b59738_[10004,58552]_composite_image.jpg",blue
687,a801cb,train,"a801cb_[13408,35551]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a801cb_[13408,35551]_composite_image.jpg",raw
688,a801cb,train,"a801cb_[13408,35551]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a801cb_[13408,35551]_composite_image.jpg",red
689,a801cb,train,"a801cb_[13408,35551]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a801cb_[13408,35551]_composite_image.jpg",blue
690,a8ebaf,train,"a8ebaf_[18400,55741]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a8ebaf_[18400,55741]_composite_image.jpg",raw
691,a8ebaf,train,"a8ebaf_[18400,55741]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a8ebaf_[18400,55741]_composite_image.jpg",red
692,a8ebaf,train,"a8ebaf_[18400,55741]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a8ebaf_[18400,55741]_composite_image.jpg",blue
693,a7b285,test,"a7b285_[14338,58305]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a7b285_[14338,58305]_composite_image.jpg",raw
694,a7b285,test,"a7b285_[14338,58305]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a7b285_[14338,58305]_composite_image.jpg",red
695,a7b285,test,"a7b285_[14338,58305]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a7b285_[14338,58305]_composite_image.jpg",blue
696,ab55eb,train,"ab55eb_[16314,48565]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ab55eb_[16314,48565]_composite_image.jpg",raw
697,ab55eb,train,"ab55eb_[16314,48565]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ab55eb_[16314,48565]_composite_image.jpg",red
698,ab55eb,train,"ab55eb_[16314,48565]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ab55eb_[16314,48565]_composite_image.jpg",blue
699,ac3e32,test,"ac3e32_[11938,49725]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ac3e32_[11938,49725]_composite_image.jpg",raw
700,ac3e32,test,"ac3e32_[11938,49725]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ac3e32_[11938,49725]_composite_image.jpg",red
701,ac3e32,test,"ac3e32_[11938,49725]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ac3e32_[11938,49725]_composite_image.jpg",blue
702,b3c9bb,train,"b3c9bb_[16755,51038]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b3c9bb_[16755,51038]_composite_image.jpg",raw
703,b3c9bb,train,"b3c9bb_[16755,51038]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b3c9bb_[16755,51038]_composite_image.jpg",red
704,b3c9bb,train,"b3c9bb_[16755,51038]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b3c9bb_[16755,51038]_composite_image.jpg",blue
705,b293e2,train,"b293e2_[6192,59262]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b293e2_[6192,59262]_composite_image.jpg",raw
706,b293e2,train,"b293e2_[6192,59262]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b293e2_[6192,59262]_composite_image.jpg",red
707,b293e2,train,"b293e2_[6192,59262]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b293e2_[6192,59262]_composite_image.jpg",blue
708,afdc1c,train,"afdc1c_[11130,46985]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_afdc1c_[11130,46985]_composite_image.jpg",raw
709,afdc1c,train,"afdc1c_[11130,46985]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_afdc1c_[11130,46985]_composite_image.jpg",red
710,afdc1c,train,"afdc1c_[11130,46985]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_afdc1c_[11130,46985]_composite_image.jpg",blue
711,b67e5a,train,"b67e5a_[12542,56221]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b67e5a_[12542,56221]_composite_image.jpg",raw
712,b67e5a,train,"b67e5a_[12542,56221]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b67e5a_[12542,56221]_composite_image.jpg",red
713,b67e5a,train,"b67e5a_[12542,56221]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b67e5a_[12542,56221]_composite_image.jpg",blue
714,b4fddb,train,"b4fddb_[11984,37261]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b4fddb_[11984,37261]_composite_image.jpg",raw
715,b4fddb,train,"b4fddb_[11984,37261]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b4fddb_[11984,37261]_composite_image.jpg",red
716,b4fddb,train,"b4fddb_[11984,37261]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b4fddb_[11984,37261]_composite_image.jpg",blue
717,ae0d22,test,"ae0d22_[18442,49727]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ae0d22_[18442,49727]_composite_image.jpg",raw
718,ae0d22,test,"ae0d22_[18442,49727]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ae0d22_[18442,49727]_composite_image.jpg",red
719,ae0d22,test,"ae0d22_[18442,49727]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ae0d22_[18442,49727]_composite_image.jpg",blue
720,b37b6e,test,"b37b6e_[11396,51485]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b37b6e_[11396,51485]_composite_image.jpg",raw
721,b37b6e,test,"b37b6e_[11396,51485]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b37b6e_[11396,51485]_composite_image.jpg",red
722,b37b6e,test,"b37b6e_[11396,51485]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b37b6e_[11396,51485]_composite_image.jpg",blue
723,b1fa79,train,"b1fa79_[14885,51713]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b1fa79_[14885,51713]_composite_image.jpg",raw
724,b1fa79,train,"b1fa79_[14885,51713]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b1fa79_[14885,51713]_composite_image.jpg",red
725,b1fa79,train,"b1fa79_[14885,51713]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b1fa79_[14885,51713]_composite_image.jpg",blue
726,b0c41b,train,"b0c41b_[18565,45592]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b0c41b_[18565,45592]_composite_image.jpg",raw
727,b0c41b,train,"b0c41b_[18565,45592]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b0c41b_[18565,45592]_composite_image.jpg",red
728,b0c41b,train,"b0c41b_[18565,45592]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b0c41b_[18565,45592]_composite_image.jpg",blue
729,acd8f0,train,"acd8f0_[7931,43860]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_acd8f0_[7931,43860]_composite_image.jpg",raw
730,acd8f0,train,"acd8f0_[7931,43860]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_acd8f0_[7931,43860]_composite_image.jpg",red
731,acd8f0,train,"acd8f0_[7931,43860]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_acd8f0_[7931,43860]_composite_image.jpg",blue
732,af8dca,train,"af8dca_[11334,62248]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_af8dca_[11334,62248]_composite_image.jpg",raw
733,af8dca,train,"af8dca_[11334,62248]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_af8dca_[11334,62248]_composite_image.jpg",red
734,af8dca,train,"af8dca_[11334,62248]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_af8dca_[11334,62248]_composite_image.jpg",blue
735,b293e2,train,"b293e2_[10779,55582]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b293e2_[10779,55582]_composite_image.jpg",raw
736,b293e2,train,"b293e2_[10779,55582]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b293e2_[10779,55582]_composite_image.jpg",red
737,b293e2,train,"b293e2_[10779,55582]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b293e2_[10779,55582]_composite_image.jpg",blue
738,ae5b78,train,"ae5b78_[11932,55987]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ae5b78_[11932,55987]_composite_image.jpg",raw
739,ae5b78,train,"ae5b78_[11932,55987]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ae5b78_[11932,55987]_composite_image.jpg",red
740,ae5b78,train,"ae5b78_[11932,55987]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ae5b78_[11932,55987]_composite_image.jpg",blue
741,a4ad44,train,"a4ad44_[11557,53249]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a4ad44_[11557,53249]_composite_image.jpg",raw
742,a4ad44,train,"a4ad44_[11557,53249]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a4ad44_[11557,53249]_composite_image.jpg",red
743,a4ad44,train,"a4ad44_[11557,53249]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a4ad44_[11557,53249]_composite_image.jpg",blue
744,afdc1c,train,"afdc1c_[11130,47683]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_afdc1c_[11130,47683]_composite_image.jpg",raw
745,afdc1c,train,"afdc1c_[11130,47683]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_afdc1c_[11130,47683]_composite_image.jpg",red
746,afdc1c,train,"afdc1c_[11130,47683]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_afdc1c_[11130,47683]_composite_image.jpg",blue
747,aabb0e,test,"aabb0e_[12238,43627]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_aabb0e_[12238,43627]_composite_image.jpg",raw
748,aabb0e,test,"aabb0e_[12238,43627]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_aabb0e_[12238,43627]_composite_image.jpg",red
749,aabb0e,test,"aabb0e_[12238,43627]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_aabb0e_[12238,43627]_composite_image.jpg",blue
750,ad2573,test,"ad2573_[11534,49329]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_ad2573_[11534,49329]_composite_image.jpg",raw
751,ad2573,test,"ad2573_[11534,49329]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_ad2573_[11534,49329]_composite_image.jpg",red
752,ad2573,test,"ad2573_[11534,49329]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_ad2573_[11534,49329]_composite_image.jpg",blue
753,b631e6,test,"b631e6_[10643,47480]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b631e6_[10643,47480]_composite_image.jpg",raw
754,b631e6,test,"b631e6_[10643,47480]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b631e6_[10643,47480]_composite_image.jpg",red
755,b631e6,test,"b631e6_[10643,47480]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b631e6_[10643,47480]_composite_image.jpg",blue
756,b02926,train,"b02926_[10303,46720]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b02926_[10303,46720]_composite_image.jpg",raw
757,b02926,train,"b02926_[10303,46720]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b02926_[10303,46720]_composite_image.jpg",red
758,b02926,train,"b02926_[10303,46720]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b02926_[10303,46720]_composite_image.jpg",blue
759,af8dca,train,"af8dca_[15467,55387]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_af8dca_[15467,55387]_composite_image.jpg",raw
760,af8dca,train,"af8dca_[15467,55387]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_af8dca_[15467,55387]_composite_image.jpg",red
761,af8dca,train,"af8dca_[15467,55387]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_af8dca_[15467,55387]_composite_image.jpg",blue
762,b293e2,train,"b293e2_[10445,56978]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b293e2_[10445,56978]_composite_image.jpg",raw
763,b293e2,train,"b293e2_[10445,56978]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b293e2_[10445,56978]_composite_image.jpg",red
764,b293e2,train,"b293e2_[10445,56978]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b293e2_[10445,56978]_composite_image.jpg",blue
765,a6cafe,train,"a6cafe_[13890,44049]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_a6cafe_[13890,44049]_composite_image.jpg",raw
766,a6cafe,train,"a6cafe_[13890,44049]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_a6cafe_[13890,44049]_composite_image.jpg",red
767,a6cafe,train,"a6cafe_[13890,44049]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_a6cafe_[13890,44049]_composite_image.jpg",blue
768,b5e396,train,"b5e396_[13085,39442]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b5e396_[13085,39442]_composite_image.jpg",raw
769,b5e396,train,"b5e396_[13085,39442]_composite_image.jpg",cell_tum_infla_3,"red_cell_tum_infla_3_b5e396_[13085,39442]_composite_image.jpg",red
770,b5e396,train,"b5e396_[13085,39442]_composite_image.jpg",cell_tum_infla_3,"blue_cell_tum_infla_3_b5e396_[13085,39442]_composite_image.jpg",blue
771,b075a7,train,"b075a7_[17931,50100]_composite_image.jpg",cell_tum_infla_3,"raw_cell_tum_infla_3_b075a7_[17931,50100]_composite_image.jpg",raw
